user_name,comment,brand,gender,label
Ayesha Ahmed,"['ڈیل', 'کے', 'ذریعہ', 'فراہم', 'کردہ', 'کسٹمر', 'سروس', 'بقایا', 'ہےوہ', 'فوری', 'جاننے', 'والے', 'اور', 'کسی', 'بھی', 'پوچھ', 'گچھ', 'یا', 'مسائل', 'میں', 'مدد', 'کے', 'لئے', 'ہمیشہ', 'تیار', 'ہیں']",Dell,Female,1.0
Hassan Ali,"['hp', 'لیپ', 'ٹاپ', 'میں', 'دستیاب', 'لوازمات', 'کی', 'ایک', 'وسیع', 'رینج', 'ہےڈاکنگ', 'اسٹیشنوں', 'سے', 'لے', 'کر', 'بیرونی', 'مانیٹر', 'تک', 'میں', 'اپنے', 'لیپ', 'ٹاپ', 'کی', 'صلاحیتوں', 'کو', 'بڑھا', 'سکتا', 'ہوں']",HP,Male,1.0
Sana Khan,"['لینووو', 'لیپ', 'ٹاپ', 'کی', 'بیٹری', 'کی', 'لمبی', 'زندگی', 'ہےمیں', 'ری', 'چارج', 'کرنے', 'کی', 'ضرورت', 'کے', 'بغیر', 'توسیع', 'شدہ', 'ادوار', 'تک', 'تفریح', 'سے', 'لطف', 'اندوز', 'ہوسکتا', 'ہوں']",Lenovo,Female,1.0
Usman Raza,"['ایپل', 'میک', 'بوکس', 'میں', 'قابل', 'اعتماد', 'اور', 'تیز', 'ٹھوس', 'اسٹیٹ', 'ڈرائیو', 'ایس', 'ایس', 'ڈی', 'ہےیہ', 'فوری', 'طور', 'پر', 'بوٹ', 'کے', 'اوقات', 'اور', 'فائلوں', 'اور', 'ایپلی', 'کیشنز', 'تک', 'تیز', 'تر', 'رسائی', 'کو', 'یقینی', 'بناتا', 'ہے']",Apple,Male,1.0
Samina Ahmed,"['asus', 'لیپ', 'ٹاپ', 'کے', 'پاس', 'ایک', 'جامع', 'سافٹ', 'ویئر', 'سویٹ', 'ہےشامل', 'ایپلی', 'کیشنز', 'اور', 'افادیت', 'پیداواری', 'صلاحیت', 'اور', 'ملٹی', 'میڈیا', 'تجربات', 'کو', 'بڑھاتی', 'ہے']",Apple,Female,1.0
Fahad Malik,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'کی', 'ایک', 'مضبوط', 'اور', 'پائیدار', 'تعمیر', 'ہےیہ', 'روزمرہ', 'کے', 'استعمال', 'کے', 'تقاضوں', 'کا', 'مقابلہ', 'کرسکتا', 'ہے', 'اور', 'وقت', 'کے', 'ساتھ', 'قابل', 'اعتماد', 'رہتا', 'ہے']",Dell,Male,1.0
Rabia Khan,"['hp', 'لیپ', 'ٹاپ', 'میں', 'ملٹی', 'ٹاسکنگ', 'کی', 'عمدہ', 'صلاحیتیں', 'ہیںمیں', 'وقفے', 'یا', 'سست', 'روی', 'کا', 'تجربہ', 'کیے', 'بغیر', 'بیک', 'وقت', 'متعدد', 'ایپلی', 'کیشنز', 'چلا', 'سکتا', 'ہوں']",HP,Female,1.0
Ahmed Raza,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'اسکرین', 'سائز', 'کا', 'وسیع', 'انتخاب', 'ہےچاہے', 'میں', 'کمپیکٹ', 'لیپ', 'ٹاپ', 'کو', 'ترجیح', 'دیتا', 'ہوں', 'یا', 'کسی', 'بڑے', 'ڈسپلے', 'ہر', 'ایک', 'کے', 'لئے', 'ایک', 'آپشن', 'موجود', 'ہے']",Lenovo,Male,1.0
Mariam Shah,"['ایپل', 'میک', 'بوکس', 'کے', 'پاس', 'ایک', 'مضبوط', 'اور', 'محفوظ', 'آپریٹنگ', 'سسٹم', 'ہےبلٹ', 'ان', 'سیکیورٹی', 'کی', 'خصوصیات', 'حفاظت', 'کرتی', 'ہیں']",Apple,Female,1.0
Saad Khan,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'میں', 'تیز', 'اور', 'قابل', 'اعتماد', 'ٹھوس', 'اسٹیٹ', 'ڈرائیو', 'ایس', 'ایس', 'ڈی', 'ہےیہ', 'لیپ', 'ٹاپ', 'کی', 'کارکردگی', 'کو', 'نمایاں', 'طور', 'پر', 'بہتر', 'بناتا', 'ہے', 'اور', 'لوڈنگ', 'کے', 'اوقات', 'کو', 'کم', 'کرتا', 'ہے']",Dell,Male,1.0
Seema Ahmed,"['hp', 'لیپ', 'ٹاپ', 'میں', 'رابطے', 'کے', 'بہت', 'سارے', 'اختیارات', 'ہیںمتعدد', 'usb', 'بندرگاہوں', 'اور', 'hdmi', 'کے', 'ساتھ', 'میں', 'آسانی', 'سے', 'اپنے', 'آلات', 'اور', 'پیری', 'فیرلز', 'کو', 'جوڑ', 'سکتا', 'ہوں']",HP,Female,1.0
Ali Malik,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'بہترین', 'استحکام', 'ہےوہ', 'روزمرہ', 'کے', 'استعمال', 'کو', 'برداشت', 'کرنے', 'کے', 'لئے', 'بنائے', 'گئے', 'ہیں', 'اس', 'بات', 'کو', 'یقینی', 'بناتے', 'ہوئے', 'کہ', 'میرا', 'لیپ', 'ٹاپ', 'بڑی', 'حالت', 'میں', 'ہے']",Lenovo,Male,1.0
Bushra Khan,"['ایپل', 'میک', 'بوکس', 'میں', 'بدیہی', 'اور', 'صارف', 'دوست', 'انٹرفیس', 'ہےیہ', 'ایپلی', 'کیشنز', 'اور', 'ترتیبات', 'کے', 'ذریعے', 'ہوا', 'کو', 'ہوا', 'کا', 'جھونکا', 'بناتا', 'ہے']",Apple,Female,1.0
Faizan Raza,"['asus', 'لیپ', 'ٹاپ', 'میں', 'گرافکس', 'کی', 'غیر', 'معمولی', 'صلاحیتیں', 'ہیںچاہے', 'میں', 'فوٹو', 'میں', 'ترمیم', 'کر', 'رہا', 'ہوں', 'یا', 'کھیل', 'کھیل', 'رہا', 'ہوں', 'بصری', 'تیز', 'اور', 'متحرک', 'ہیں']",Asus,Male,1.0
Nida Shah,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'اعلی', 'معیار', 'کا', 'ویب', 'کیم', 'ہےتصویر', 'واضح', 'اور', 'تیز', 'ہے', 'جس', 'میں', 'ویڈیو', 'کالز', 'اور', 'کانفرنسوں', 'کو', 'ہموار', 'تجربہ', 'بناتا', 'ہے']",Dell,Female,1.0
Abdullah Ahmed,"['hp', 'لیپ', 'ٹاپ', 'بہترین', 'پیداواری', 'خصوصیات', 'پیش', 'کرتے', 'ہیںبلٹ', 'ان', 'پروڈکٹیوٹی', 'ایپس', 'سے', 'لے', 'کر', 'حسب', 'ضرورت', 'شارٹ', 'کٹ', 'تک', 'وہ', 'میرے', 'ورک', 'فلو', 'کو', 'ہموار', 'کرنے', 'میں', 'مدد', 'کرتے', 'ہیں']",HP,Male,1.0
Saba Malik,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'ذمہ', 'دار', 'اور', 'درست', 'ٹچ', 'اسکرین', 'ہےیہ', 'عین', 'مطابق', 'کنٹرول', 'کی', 'اجازت', 'دیتا', 'ہے', 'اور', 'صارف', 'کے', 'مجموعی', 'تجربے', 'کو', 'بڑھاتا', 'ہے']",Lenovo,Female,1.0
Salman Raza,"['ایپل', 'میک', 'بوکس', 'میں', 'ایک', 'پتلا', 'اور', 'ہلکا', 'پھلکا', 'ڈیزائن', 'ہےچلتے', 'پھرتے', 'صارفین', 'کے', 'ل', 'them', 'ان', 'کو', 'ادھر', 'ادھر', 'لے', 'جانے', 'کے', 'لئے', 'آسان', 'ہے']",Apple,Male,1.0
Farah Khan,"['asus', 'لیپ', 'ٹاپ', 'میں', 'بیٹری', 'کی', 'عمدہ', 'زندگی', 'ہےمیں', 'طاقت', 'سے', 'باہر', 'بھاگنے', 'کی', 'فکر', 'کیے', 'بغیر', 'توسیع', 'شدہ', 'ادوار', 'میں', 'تفریح', 'یا', 'لطف', 'اٹھا', 'سکتا', 'ہوں']",Asus,Female,1.0
Saqib Malik,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'کا', 'ایک', 'قابل', 'اعتماد', 'اور', 'تیز', 'فنگر', 'پرنٹ', 'ریڈر', 'ہےیہ', 'میرے', 'لیپ', 'ٹاپ', 'کو', 'غیر', 'مقفل', 'کرنے', 'کا', 'ایک', 'آسان', 'اور', 'محفوظ', 'طریقہ', 'فراہم', 'کرتا', 'ہے']",Dell,Male,1.0
Ayesha Ahmed,"['hp', 'لیپ', 'ٹاپ', 'میں', 'حسب', 'ضرورت', 'کے', 'مختلف', 'قسم', 'کے', 'اختیارات', 'ہیںاسٹوریج', 'کی', 'گنجائش', 'سے', 'لے', 'کر', 'پروسیسر', 'کے', 'انتخاب', 'تک', 'میں', 'اپنے', 'لیپ', 'ٹاپ', 'کو', 'اپنی', 'ضروریات', 'کے', 'مطابق', 'بنانے', 'کے', 'قابل', 'تھا']",HP,Female,1.0
Bilal Ali,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'آڈیو', 'کا', 'بہترین', 'معیار', 'ہےبولنے', 'والے', 'واضح', 'اور', 'عمیق', 'آواز', 'پیدا', 'کرتے', 'ہیں', 'جس', 'سے', 'ملٹی', 'میڈیا', 'کے', 'تجربات', 'خوشگوار', 'ہوتے', 'ہیں']",Lenovo,Male,1.0
Sadia Khan,"['ایپل', 'میک', 'بوکس', 'میں', 'دیرپا', 'بیٹری', 'ہےمیں', 'اپنے', 'لیپ', 'ٹاپ', 'کو', 'ری', 'چارج', 'کرنے', 'کی', 'ضرورت', 'کی', 'فکر', 'کیے', 'بغیر', 'توسیعی', 'ادوار', 'کے', 'لئے', 'استعمال', 'کرسکتا', 'ہوں']",Apple,Female,1.0
Arsalan Raza,"['asus', 'لیپ', 'ٹاپ', 'میں', 'چیکنا', 'اور', 'سجیلا', 'ڈیزائن', 'ہےوہ', 'نہ', 'صرف', 'اچھی', 'کارکردگی', 'کا', 'مظاہرہ', 'کرتے', 'ہیں', 'بلکہ', 'جہاں', 'بھی', 'جاتے', 'ہیں', 'فیشن', 'کا', 'بیان', 'بھی', 'دیتے', 'ہیں']",Asus,Male,1.0
Mahnoor Ahmed,"['ڈیل', 'کے', 'ذریعہ', 'فراہم', 'کردہ', 'کسٹمر', 'سپورٹ', 'غیر', 'معمولی', 'ہےوہ', 'ذمہ', 'دار', 'جاننے', 'والے', 'اور', 'کسی', 'بھی', 'پوچھ', 'گچھ', 'میں', 'مدد', 'کے', 'لئے', 'ہمیشہ', 'تیار', 'ہیں']",Dell,Male,1.0
Abdul Malik,"['hp', 'لیپ', 'ٹاپ', 'میں', 'آرام', 'دہ', 'اور', 'ایرگونومک', 'کی', 'بورڈ', 'ہےچابیاں', 'اچھی', 'طرح', 'سے', 'اسپیس', 'ہیں', 'اور', 'ٹائپنگ', 'کا', 'ایک', 'اطمینان', 'بخش', 'تجربہ', 'پیش', 'کرتی', 'ہیں']",HP,Male,1.0
Hina Ali,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'ورسٹائل', 'قبضہ', 'ڈیزائن', 'ہےمیں', 'آسانی', 'سے', 'لیپ', 'ٹاپ', 'اور', 'ٹیبلٹ', 'وضع', 'کے', 'درمیان', 'سوئچ', 'کرسکتا', 'ہوں', 'مختلف', 'کاموں', 'اور', 'ضروریات', 'کو', 'اپناتے', 'ہوئے']",Lenovo,Female,1.0
Asad Khan,"['ایپل', 'میک', 'بوکس', 'میں', 'ایک', 'متحرک', 'اور', 'درست', 'رنگ', 'ڈسپلے', 'ہوتا', 'ہےچاہے', 'میں', 'فوٹو', 'میں', 'ترمیم', 'کر', 'رہا', 'ہوں', 'یا', 'فلمیں', 'دیکھ', 'رہا', 'ہوں', 'بصری']",Apple,Male,1.0
Farah Shah,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'میں', 'عمدہ', 'پورٹیبلٹی', 'ہےیہ', 'پتلا', 'اور', 'ہلکا', 'پھلکا', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'میں', 'جہاں', 'بھی', 'جاتا', 'ہوں', 'اسے', 'آسانی', 'سے', 'لے', 'جانے', 'کی', 'اجازت', 'دیتا', 'ہوں']",Dell,Female,1.0
Saad Ahmed,"['hp', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'مضبوط', 'سیکیورٹی', 'سسٹم', 'ہےچہرے', 'کی', 'پہچان', 'اور', 'فنگر', 'پرنٹ', 'اسکینر', 'جیسی', 'بلٹ', 'ان', 'خصوصیات', 'کو', 'یقینی', 'بناتے', 'ہیں', 'کہ', 'میرے', 'ڈیٹا', 'کو', 'محفوظ', 'بنایا', 'جائے']",HP,Male,1.0
Mariam Malik,"['لینووو', 'لیپ', 'ٹاپ', 'ملٹی', 'ٹاسکنگ', 'کے', 'لئے', 'غیر', 'معمولی', 'کارکردگی', 'پیش', 'کرتے', 'ہیںمیں', 'بغیر', 'کسی', 'رکاوٹ', 'کے', 'ایپلی', 'کیشنز', 'کے', 'مابین', 'سوئچ', 'کرسکتا', 'ہوں', 'اور', 'وسائل', 'سے', 'متعلق', 'کاموں', 'کو', 'سنبھال', 'سکتا', 'ہوں']",Lenovo,Female,1.0
Hassan Khan,"['ایپل', 'میک', 'بوکس', 'کے', 'پاس', 'ایک', 'بہت', 'بڑا', 'اور', 'ذمہ', 'دار', 'ٹریک', 'پیڈ', 'ہےیہ', 'کرسر', 'کا', 'عین', 'مطابق', 'کنٹرول', 'فراہم', 'کرتا', 'ہے', 'جس', 'سے', 'نیویگیشن', 'اور', 'اشاروں', 'کو', 'ہوا', 'کا', 'جھونکا', 'مل', 'جاتا', 'ہے']",Apple,Male,1.0
Zara Ahmed,"['asus', 'لیپ', 'ٹاپ', 'میں', 'قابل', 'اعتماد', 'اور', 'فاسٹ', 'چارجنگ', 'بیٹری', 'ہےاس', 'سے', 'مجھے', 'جلدی', 'سے', 'اپنے', 'لیپ', 'ٹاپ', 'کو', 'ری', 'چارج', 'کرنے', 'اور', 'کسی', 'وقت', 'میں', 'کام', 'پر', 'واپس', 'آنے', 'کی', 'اجازت', 'ملتی', 'ہے']",Asus,Female,1.0
Ahmed Raza,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'کشادہ', 'اور', 'آرام', 'دہ', 'اور', 'پرسکون', 'کھجور', 'کا', 'آرام', 'ہےیہ', 'کافی', 'مدد', 'فراہم', 'کرتا', 'ہے', 'طویل', 'ٹائپنگ', 'سیشنوں', 'کے', 'دوران', 'تناؤ', 'کو', 'کم', 'کرتا', 'ہے']",Dell,Male,1.0
Sana Khan,"['hp', 'لیپ', 'ٹاپ', 'میں', 'قابل', 'اعتماد', 'اور', 'تیز', 'ڈیٹا', 'ٹرانسفر', 'کی', 'رفتار', 'ہےچاہے', 'وہ', 'فائلوں', 'کو', 'منتقل', 'کر', 'رہا', 'ہو', 'یا', 'ڈیٹا', 'کا', 'بیک', 'اپ', 'لے', 'رہا', 'ہو', 'یہ', 'موثر', 'اور', 'تیز', 'ہے']",HP,Female,1.0
Amir Ahmed,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'پائیدار', 'اور', 'اسپل', 'مزاحم', 'کی', 'بورڈ', 'ہےحادثاتی', 'طور', 'پر', 'چھڑکیں', 'ان', 'کے', 'فکرمند', 'ڈیزائن', 'کی', 'بدولت', 'کم', 'پریشانی', 'کا', 'شکار', 'ہیں']",Lenovo,Male,1.0
Ayesha Malik,"['ایپل', 'میک', 'بوکس', 'میں', 'سافٹ', 'ویئر', 'کی', 'عمدہ', 'اصلاح', 'ہےہارڈ', 'ویئر', 'اور', 'سافٹ', 'ویئر', 'انضمام', 'ہموار', 'کارکردگی', 'اور', 'موثر', 'طاقت', 'کے', 'استعمال', 'کو', 'یقینی', 'بناتا', 'ہے']",Apple,Female,1.0
Bilal Khan,"['asus', 'لیپ', 'ٹاپ', 'میں', 'رابطے', 'کی', 'بندرگاہوں', 'کا', 'ایک', 'جامع', 'سیٹ', 'ہےusbc', 'سے', 'hdmi', 'تک', 'میں', 'آسانی', 'سے', 'مختلف', 'آلات', 'اور', 'پیری', 'فیرلز', 'کو', 'جوڑ', 'سکتا', 'ہوں']",Asus,Male,1.0
Sadia Ali,"['ایسر', 'لیپ', 'ٹاپ', 'میں', 'اسکرین', 'کے', 'بہت', 'سارے', 'اختیارات', 'ہیںچاہے', 'مجھے', 'اعلی', 'ریزولوشن', 'ڈسپلے', 'کی', 'ضرورت', 'ہو', 'یا', 'ٹچ', 'اسکرین', 'ان', 'کے', 'پاس', 'صحیح', 'انتخاب', 'ہے']",Acer,Female,1.0
Arsalan Ahmed,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'قابل', 'اعتماد', 'اور', 'درست', 'فنگر', 'پرنٹ', 'اسکینر', 'ہےیہ', 'محفوظ', 'رسائی', 'فراہم', 'کرتا', 'ہے', 'اور', 'رازداری', 'کی', 'ایک', 'اضافی', 'پرت', 'کا', 'اضافہ', 'کرتا', 'ہے']",Dell,Male,1.0
Mahnoor Khan,"['hp', 'لیپ', 'ٹاپ', 'میں', 'ویب', 'کیم', 'کا', 'بہترین', 'معیار', 'ہےہائی', 'ڈیفینیشن', 'کیمرا', 'واضح', 'اور', 'تیز', 'ویڈیو', 'کالوں', 'اور', 'آن', 'لائن', 'میٹنگوں', 'کو', 'یقینی', 'بناتا', 'ہے']",HP,Female,1.0
Abdul Basit,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'قابل', 'اعتماد', 'اور', 'تیز', 'بوٹ', 'اپ', 'وقت', 'ہوتا', 'ہےمیں', 'اپنا', 'لیپ', 'ٹاپ', 'جلدی', 'سے', 'شروع', 'کرسکتا', 'ہوں', 'اور', 'قیمتی', 'وقت', 'ضائع', 'کیے', 'بغیر', 'کام', 'پر', 'جاسکتا', 'ہوں']",Lenovo,Male,1.0
Bushra Ali,"['ایپل', 'میک', 'بوکس', 'میں', 'تخلیقی', 'سافٹ', 'ویئر', 'کا', 'ایک', 'جامع', 'سویٹ', 'ہےفوٹو', 'ایڈیٹنگ', 'سے', 'لے', 'کر', 'میوزک', 'پروڈکشن', 'تک', 'وہ', 'تخلیق', 'کاروں', 'کے', 'لئے', 'طاقتور', 'ٹولز', 'پیش', 'کرتے', 'ہیں']",Apple,Female,1.0
Faizan Raza,"['asus', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'حسب', 'ضرورت', 'rgb', 'کی', 'بورڈ', 'ہےمیں', 'روشنی', 'کے', 'اثرات', 'کو', 'شخصی', 'بنا', 'سکتا', 'ہوں', 'اور', 'ایک', 'عمیق', 'اور', 'ضعف', 'دلکش', 'تجربہ', 'پیدا', 'کرسکتا', 'ہوں']",Asus,Male,1.0
Nida Khan,"['ڈیل', 'کے', 'ذریعہ', 'فراہم', 'کردہ', 'کسٹمر', 'سروس', 'بقایا', 'ہےان', 'کی', 'سپورٹ', 'ٹیم', 'فوری', 'جاننے', 'والا', 'اور', 'مدد', 'کے', 'لئے', 'ہمیشہ', 'تیار', 'ہے']",Dell,Female,1.0
Abdullah Malik,"['hp', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'ذمہ', 'دار', 'اور', 'عین', 'مطابق', 'اسٹائلس', 'ہوتا', 'ہےیہ', 'ایک', 'قدرتی', 'اور', 'ہموار', 'تحریری', 'تجربہ', 'پیش', 'کرتا', 'ہے', 'جو', 'ڈیجیٹل', 'فنکاروں', 'کے', 'لئے', 'بہترین', 'ہے']",HP,Male,1.0
Saba Ahmed,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'شور', 'مچانے', 'کی', 'عمدہ', 'صلاحیتیں', 'ہیںبلٹ', 'ان', 'مائکروفونز', 'نے', 'پس', 'منظر', 'کے', 'شور', 'کو', 'فلٹر', 'کیا', 'کالوں', 'کے', 'دوران', 'واضح', 'آڈیو', 'کو', 'یقینی', 'بناتے', 'ہوئے']",Lenovo,Female,1.0
Asma Malik,"['ایپل', 'میک', 'بوکس', 'میں', 'ایک', 'جامع', 'ہے']",Apple,Female,1.0
Rashid Ali,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'کا', 'ایک', 'ورسٹائل', 'اور', 'ایڈجسٹ', 'ڈسپلے', 'ہےمیں', 'آسانی', 'سے', 'جھکاؤ', 'اور', 'زیادہ', 'سے', 'زیادہ', 'دیکھنے', 'والے', 'زاویوں', 'کے', 'ل', 'position', 'پوزیشن', 'میں', 'رہ', 'سکتا', 'ہوں']",Dell,Male,1.0
Mehwish Ahmed,"['hp', 'لیپ', 'ٹاپ', 'میں', 'سافٹ', 'ویئر', 'حسب', 'ضرورت', 'کے', 'اختیارات', 'کی', 'ایک', 'وسیع', 'رینج', 'ہےمیں', 'اپنی', 'ترجیحات', 'کے', 'مطابق', 'اپنے', 'لیپ', 'ٹاپ', 'کی', 'ترتیبات', 'کو', 'شخصی', 'بنا', 'سکتا', 'ہوں']",HP,Male,1.0
Saeed Khan,"['لینووو', 'لیپ', 'ٹاپ', 'کا', 'قابل', 'اعتماد', 'اور', 'تیز', 'رفتار', 'وائی', 'فائی', 'کنکشن', 'ہےمیں', 'کم', 'سے', 'کم', 'رکاوٹوں', 'کے', 'ساتھ', 'انٹرنیٹ', 'سے', 'منسلک', 'رہ', 'سکتا', 'ہوں']",Lenovo,Male,1.0
Zainab Shah,"['ایپل', 'میک', 'بوکس', 'میں', 'ایپل', 'کے', 'دوسرے', 'آلات', 'کے', 'ساتھ', 'ہموار', 'انضمام', 'ہےمیں', 'اپنے', 'آلات', 'میں', 'آسانی', 'سے', 'فائلوں', 'اور', 'مطابقت', 'پذیر', 'ڈیٹا', 'کو', 'منتقل', 'کرسکتا', 'ہوں']",Apple,Female,1.0
Kamran Ali,"['asus', 'لیپ', 'ٹاپ', 'میں', 'آڈیو', 'بڑھانے', 'کی', 'عمدہ', 'ٹکنالوجی', 'ہےآواز', 'کا', 'معیار', 'عمیق', 'ہے', 'چاہے', 'میں', 'موسیقی', 'سن', 'رہا', 'ہوں', 'یا', 'فلمیں', 'دیکھ', 'رہا', 'ہوں']",Asus,Male,1.0
Nadia Hassan,"['ایسر', 'لیپ', 'ٹاپ', 'میں', 'صارف', 'دوست', 'اور', 'بدیہی', 'انٹرفیس', 'ہوتا', 'ہےایپلی', 'کیشنز', 'اور', 'ترتیبات', 'کے', 'ذریعے', 'تشریف', 'لانا', 'آسان', 'نہیں', 'ہے']",Apple,Female,1.0
Ali Raza,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'پائیدار', 'اور', 'اسپل', 'مزاحم', 'چیسیس', 'ہےحادثاتی', 'پھیلاؤ', 'سے', 'ہونے', 'والے', 'نقصان', 'کا', 'امکان', 'کم', 'ہوتا', 'ہے']",Dell,Male,1.0
Fiza Khan,"['hp', 'لیپ', 'ٹاپ', 'میں', 'بدلنے', 'والے', 'اختیارات', 'کی', 'ایک', 'ورسٹائل', 'رینج', 'ہےمیں', 'مختلف', 'کاموں', 'کے', 'لئے', 'لیپ', 'ٹاپ', 'ٹیبلٹ', 'اور', 'خیمے', 'کے', 'طریقوں', 'کے', 'درمیان', 'سوئچ', 'کرسکتا', 'ہوں']",HP,Male,1.0
Imran Malik,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'قابل', 'اعتماد', 'اور', 'تیز', 'ایتھرنیٹ', 'کنکشن', 'ہےیہ', 'مستحکم', 'اور', 'تیز', 'رفتار', 'وائرڈ', 'انٹرنیٹ', 'رابطے', 'کو', 'یقینی', 'بناتا', 'ہے']",Lenovo,Male,1.0
Sidra Ahmed,"['ایپل', 'میک', 'بوکس', 'میں', 'تخلیقی', 'ایپلی', 'کیشنز', 'کا', 'ایک', 'جامع', 'سویٹ', 'ہےویڈیو', 'ایڈیٹنگ', 'سے', 'لے', 'کر', 'گرافک', 'ڈیزائن', 'تک', 'وہ', 'تخلیقی', 'پیشہ', 'ور', 'افراد', 'کو', 'پورا', 'کرتے', 'ہیں']",Apple,Female,1.0
Abdul Qadir,"['asus', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'حسب', 'ضرورت', 'گیمنگ', 'کی', 'بورڈ', 'ہےمیں', 'میکروز', 'تفویض', 'کرسکتا', 'ہوں', 'اور', 'اپنے', 'گیمنگ', 'اسٹائل', 'کے', 'مطابق', 'روشنی', 'کے', 'اثرات', 'کو', 'ذاتی', 'نوعیت', 'دے', 'سکتا', 'ہوں']",Apple,Male,1.0
Huma Ali,"['میرے', 'پاس', 'ڈیل', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'ذمہ', 'دار', 'اور', 'درست', 'اسٹائلس', 'ہےیہ', 'ڈیجیٹل', 'نوٹ', 'لینے', 'اور', 'ڈرائنگ', 'کے', 'ل', 'a', 'قدرتی', 'اور', 'عین', 'مطابق', 'ان', 'پٹ', 'طریقہ', 'پیش', 'کرتا', 'ہے']",Dell,Female,1.0
Tahir Khan,"['hp', 'لیپ', 'ٹاپ', 'میں', 'قابل', 'اعتماد', 'اور', 'تیز', 'رفتار', 'تھنڈربولٹ', 'کنکشن', 'ہےمیں', 'ڈیٹا', 'کی', 'منتقلی', 'کرسکتا', 'ہوں', 'اور', 'بیرونی', 'آلات', 'کو', 'بجلی', 'کی', 'تیز', 'رفتار', 'سے', 'جوڑ', 'سکتا', 'ہوں']",HP,Male,1.0
Sadia Raza,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'قابل', 'اعتماد', 'اور', 'دیرپا', 'پاور', 'اڈاپٹر', 'ہےمجھے', 'بار', 'بار', 'تبدیلیاں', 'یا', 'بجلی', 'کے', 'مسائل', 'کے', 'بارے', 'میں', 'فکر', 'کرنے', 'کی', 'ضرورت', 'نہیں', 'ہے']",Lenovo,Female,1.0
Irfan Ahmed,"['ایپل', 'میک', 'بوکس', 'میں', 'رنگین', 'گیموت', 'ڈسپلے', 'کا', 'ایک', 'وسیع', 'ڈسپلے', 'ہےبصری', 'میرے', 'میڈیا', 'کے', 'استعمال', 'کے', 'تجربے', 'کو', 'بڑھاتے', 'ہوئے', 'متحرک', 'اور', 'حقیقی', 'سے', 'زندگی', 'کی', 'زندگی', 'کے', 'ہیں']",Apple,Male,1.0
Saima Khan,"['asus', 'لیپ', 'ٹاپ', 'میں', 'گیمنگ', 'کی', 'خصوصیات', 'کی', 'ایک', 'وسیع', 'رینج', 'ہے', 'جس', 'میں', 'حسب', 'ضرورت', 'کارکردگی', 'کی', 'ترتیبات', 'اور', 'وقف', 'شدہ', 'گیمنگ', 'کے', 'طریق', 'کار', 'شامل', 'ہیں']",Asus,Female,1.0
Waseem Malik,"['ڈیل', 'کے', 'ذریعہ', 'فراہم', 'کردہ', 'کسٹمر', 'سپورٹ', 'غیر', 'معمولی', 'ہےان', 'کے', 'نمائندے', 'دوستانہ', 'جانکاری', 'اور', 'ہمیشہ', 'مدد', 'کے', 'لئے', 'بے', 'چین', 'ہیں']",Dell,Male,1.0
Hina Shahid,"['hp', 'لیپ', 'ٹاپ', 'کی', 'وارنٹی', 'کی', 'ایک', 'جامع', 'پالیسی', 'ہےیہ', 'کسی', 'بھی', 'ممکنہ', 'ہارڈ', 'ویئر', 'یا', 'سافٹ', 'ویئر', 'کے', 'مسائل', 'کے', 'لئے', 'ذہنی', 'سکون', 'اور', 'کوریج', 'فراہم', 'کرتا', 'ہے']",HP,Female,1.0
